,,Student,,Expert,Nicad-30,Nicad-40,Nicad-50,MeCC_95_20,MeCC_95_10,MeCC_95_4,MeCC_90_20,MeCC_90_10,MeCC_90_4,MeCC_80_20,MeCC_80_10,MeCC_80_4,MeCC_70_20,MeCC_70_10,MeCC_70_4,MeCC_60_20,MeCC_60_10,MeCC_60_4,MeCC_50_20,MeCC_50_10,MeCC_50_4,Simcad
audioop..audioop_bias()-audioop..audioop_max(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_bias()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..audioop_bias()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_bias()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_bias()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
audioop..audioop_bias()-audioop..audioop_adpcm2lin(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
audioop..audioop_bias()-audioop..audioop_lin2ulaw(),,,,,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-fcntlmodule..all_ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_bias()-fpectlmodule..turnoff_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_getsample(),,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_bias()-audioop..audioop_alaw2lin(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-audioop..st_14linear2ulaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_bias()-audioop..audioop_rms(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_bias()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..audioop_bias()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_tanh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_ulaw2lin(),,0.5,,Type 2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..audioop_bias()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
audioop..audioop_bias()-audioop..audioop_avg(),,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
audioop..audioop_bias()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_cosh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-fpetestmodule..overflow(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-fpectlmodule..turnon_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..initaudioop(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..audioop_bias()-fcntlmodule..fcntl_flock(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..audioop_bias()-cmathmodule..math_error(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-cmathmodule..c_acosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-fpetestmodule..printerr(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..audioop_bias()-audioop..audioop_findfit(),,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0
cmathmodule..initcmath()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_prodi(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..db0(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..nest2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_reverse(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_lin2alaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..fcntl_lockf(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_tomono(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_findfactor(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_lin2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..all_ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpectlmodule..turnoff_sigfpe(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_alaw2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..st_14linear2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_tan(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_tanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_ulaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..math_1(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_cosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..overflow(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpectlmodule..turnon_sigfpe(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..initaudioop(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fcntlmodule..fcntl_flock(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..math_error(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-cmathmodule..c_acosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-fpetestmodule..printerr(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_findfit(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..initcmath()-audioop..audioop_bias(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_lin2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_cos(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpectlmodule..fpe_reset(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpectlmodule..sigfpe_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_tomono(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_lin2ulaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..all_ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpectlmodule..turnoff_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_sin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_alaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..st_14linear2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_rms(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_tanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_ulaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_maxpp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_cosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_atanh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..overflow(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpectlmodule..turnon_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..initaudioop(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fcntlmodule..fcntl_flock(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..math_error(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..c_acosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-fpetestmodule..printerr(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_findfit(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-audioop..audioop_bias(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpmodule..mkgrent()-cmathmodule..initcmath(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..nest1()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
